Date,Open,High,Low,Close,Adj Close,Volume,rtn,MA,MA1
2022-01-31,170.2015,172.4479988,167.63950035,169.8614998,167.30775445,105422300.0,,,
2022-02-28,169.635262,171.58526284210527,167.58052389473684,169.83000094736843,167.45528363157894,85658752.63157895,-0.00018543844643226226,169.8457503736842,
2022-03-31,164.8069557826087,167.16434847826085,162.9391307826087,165.31043539130434,163.03256552173912,94817395.6521739,-0.02661229188513481,167.57021816933639,168.3339787128909
2022-04-29,167.47900090000002,169.51850045,165.08300165,166.8209991,164.52231365,84389780.0,0.009137739581412507,166.06571724565217,167.32047847955758
2022-05-31,148.32428557142856,150.95095247619048,145.36428404761904,148.43047661904762,146.55610657142856,114335252.38095239,-0.11024105226661707,157.6257378595238,160.18730370345065
2022-06-30,139.94571433333334,141.91904695238094,138.1114299047619,139.7985731904762,138.07480957142857,83290466.66666667,-0.058154522071134584,144.1145249047619,151.68334963650793
2022-07-29,148.436499,150.76599955,147.1415002,149.67049935,147.8250114,72356270.0,0.07061535703996968,144.7345362702381,145.96651638650795
2022-08-31,166.9565224347826,168.58956573913042,165.53391295652173,166.8852180869565,165.01743873913045,65662591.30434783,0.11501744707018324,158.27785871847826,152.1180968758109
2022-09-30,153.28428566666668,155.30857257142856,150.8933330952381,153.00285566666668,151.32618352380953,99272514.28571428,-0.083185093200144,159.9440368768116,156.5195243678744
2022-10-31,144.1057157142857,146.8004773809524,142.480476,145.0133331904762,143.42420957142858,88959033.33333333,-0.052218126526974884,149.00809442857144,154.96713564803312
2022-11-30,146.05714276190477,148.0328550952381,143.50809438095237,145.84333147619049,144.45045333333331,82135604.76190476,0.005723599805985247,145.42833233333334,147.95317344444445
2022-12-30,138.73571595238096,140.1666667142857,136.2771435238095,137.87666661904763,136.59196361904762,79796723.8095238,-0.05462481401450603,141.85999904761906,142.91111042857145
2023-01-31,135.12600025,137.2714986,133.73700065,135.77899945,134.513847,72182625.0,-0.015214083865571548,136.8278330345238,139.83299918174603
2023-02-28,150.226316,152.29684210526315,149.01158057894736,150.96842084210527,149.7057132631579,68799942.10526316,0.11186870910548086,143.37371014605264,141.54136230371762
2023-03-31,154.4552181304348,156.36304430434782,153.24130391304348,154.96478208695652,153.75525891304346,66098547.82608695,0.02647150458724723,152.9666014645309,147.23740079302058
2023-04-28,164.43736973684213,165.92579015789474,163.55263157894737,165.04579015789474,163.7575890526316,51037352.631578945,0.06505354271579855,160.00528612242562,156.99299769565218
2023-05-31,172.51045572727273,173.75272777272727,171.4445454090909,172.62272772727272,171.4163791818182,57961613.63636363,0.04590809351834624,168.83425894258374,164.211099990708
2023-06-30,183.6790480952381,185.43809504761904,182.61571395238096,184.28333323809525,183.0978843809524,61766719.047619045,0.06754965388593082,178.45303048268397,173.9839503744209
2023-07-31,192.5065003,193.9270011,191.2194992,192.41150055,191.17376395000002,49803320.0,0.04410690413008278,188.34741689404763,183.105853838456
2023-08-31,181.4152186956522,182.77173782608696,179.6760884347826,181.08391330434782,180.07589321739133,57497365.217391305,-0.0588716745790806,186.7477069271739,185.92624903081435
2023-09-29,177.58649975,178.9965019,175.5829994,177.002501,176.1013695,66879330.0,-0.022538790055239177,179.04320715217392,183.4993049514493
2023-10-31,174.02636372727272,175.90727304545456,172.84817990909093,174.66863795454546,173.7793933181818,53305436.36363637,-0.013185480613375877,175.8355694772727,177.5850174196311
2023-11-30,185.2804775238095,186.72571457142857,184.36714390476192,185.87952309523808,185.09853695238095,52361242.85714286,0.06418373253480159,180.27408052489176,179.1835540165945
2023-12-29,194.2099999,195.3094994,192.88899915,194.30850145,193.5739548,53138740.0,0.0453464599779676,190.09401227261904,184.95222083326118
2024-01-31,187.59714242857143,188.99904742857143,186.09952361904763,187.72428385714286,187.01462661904762,56534252.38095238,-0.0338853809469134,191.01639265357142,189.30410280079366
2024-02-29,184.66799995,186.043,183.03100055,184.77550055,184.2402206,58081350.0,-0.015708054634992585,186.24989220357145,188.9360952857143
2024-03-29,172.78899995,174.31949995,171.2624985,172.6964997,172.26318825,71639140.0,-0.0653712251572629,178.736000125,181.73209470238098
2024-04-30,169.6613630909091,171.29227172727272,168.44818327272728,169.6045448181818,169.17898909090908,56623500.0,-0.017903981187744944,171.1505222590909,175.69218168939395
2024-05-31,186.4318175909091,187.8209096818182,185.05590895454546,186.28590872727273,185.99322363636364,60751713.63636363,0.09835446288879557,177.94522677272727,176.19565108181817
2024-06-28,205.99473478947368,209.03631742105264,203.9200005263158,206.2631577368421,206.02468542105262,90736026.31578948,0.10723972170550256,196.27453323205742,187.38453709409887
2024-07-31,224.59772559090908,226.67091086363635,222.02999877272725,224.59863695454544,224.33896636363636,52413627.27272727,0.0888936222003176,215.43089734569378,205.71590113955344
2024-08-30,213.5669998,218.2619995,211.3300018,215.4610016,215.28826279999998,63422970.0,-0.04068428677238467,220.02981927727274,215.44093209712915
